"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"LaserAway Marina del Rey","4.4","257","4728 Lincoln Blvd","Marina Del Rey","California","US","https://www.laseraway.com/locations/ca/marina-del-rey/?utm_source=google&utm_medium=organic&utm_campaign=website-link","(424) 428-0009","Laser hair removal service","Hair removal service","Health and beauty shop","Medical spa","Skin care clinic","Tattoo removal service",,,,,"https://www.google.com/maps/search/?api=1&query=LaserAway%20Marina%20del%20Rey&query_place_id=ChIJb4ZYR4a6woARN3MX9afc2bY","Laser hair removal service"
"Freeze The Fat","1","1","4560 Admiralty Way Suite 256","Marina Del Rey","California","US","https://www.freezethefat.com/","(888) 201-0415","Medical spa","Spa",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Freeze%20The%20Fat&query_place_id=ChIJMepmpYC6woARuvB9zApBTNc","Medical spa"
"Carla Crespo, PA",,,"4640 Admiralty Way #1000","Marina Del Rey","California","US","https://www.drstoker.com/?utm_source=Google&utm_medium=Local&utm_campaign=marinadelery--crespo-website","(310) 300-1779","Physician assistant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Carla%20Crespo%2C%20PA&query_place_id=ChIJZdpnoYC6woARrUMe5ZElLX8","Physician assistant"
"Stoker Plastic Surgery: David Stoker, MD","4.8","171","4640 Admiralty Way #1000","Marina Del Rey","California","US","https://www.drstoker.com/?utm_source=google&utm_medium=local&utm_campaign=marinadelrey-practice-website","(310) 362-4653","Medical spa","Plastic surgeon","Plastic surgery clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stoker%20Plastic%20Surgery%3A%20David%20Stoker%2C%20MD&query_place_id=ChIJZdpnoYC6woARhyfAeVATEPk","Medical spa"
"✅ GrowthMed Medical Marketing","5","53","8055 W Manchester Ave #720","Playa Del Rey","California","US","https://growthmed.com/","(310) 577-0000","Internet marketing service","Marketing agency","Website designer",,,,,,,,"https://www.google.com/maps/search/?api=1&query=%E2%9C%85%20GrowthMed%20Medical%20Marketing&query_place_id=ChIJPaS73YqwwoARC92Azw-ov0g","Internet marketing service"
"Westchester Vision Care","4.9","202","8610 S Sepulveda Blvd #100","Los Angeles","California","US","https://www.eyecareandaesthetics.com/","(310) 670-1888","Optometrist","Eye care center","Optician",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Westchester%20Vision%20Care&query_place_id=ChIJHbmBdM2wwoARDwa7TJ2qxJI","Optometrist"
"Beauty, Wellness & More | Los Angeles","4.7","15","8632 S Sepulveda Blvd # 101","Los Angeles","California","US","https://www.beautywellnessandmore.com/","(323) 514-2530","Medical spa","Health consultant","Health spa","Nutritionist","Skin care clinic","Wellness center",,,,,"https://www.google.com/maps/search/?api=1&query=Beauty%2C%20Wellness%20%26%20More%20%7C%20Los%20Angeles&query_place_id=ChIJjansUwy3woARs70nvVCHj3Y","Medical spa"
"One Shot Beauty MedSpa",,,,,,,,"(310) 866-8529","Medical spa","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=One%20Shot%20Beauty%20MedSpa&query_place_id=ChIJ0aJxNQvVu28RiWf1H8Czjbc","Medical spa"
"Him. MedSpa & Wellness","5","28","21045 Califa St #1A","Woodland Hills","California","US","https://www.himmedspa.com/","(818) 643-7640","Medical spa","Wellness center",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Him.%20MedSpa%20%26%20Wellness&query_place_id=ChIJu0HdCWOfwoARn6Q79jMHtEc","Medical spa"
"Advanced Skin Care Center","4.9","150","17777 Ventura Blvd #100","Encino","California","US","https://advancedskincarecenter.net/","(818) 796-4214","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Advanced%20Skin%20Care%20Center&query_place_id=ChIJYxulybKZwoARBnBDi15uHCg","Medical spa"
"Alliance Health Choice","4.6","255","19825 Ventura Blvd","Woodland Hills","California","US","http://alliancehealthchoice.com/","(818) 343-8800","Medical spa","Medical clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Alliance%20Health%20Choice&query_place_id=ChIJC1YxO6iZwoARpjsduTYub0g","Medical spa"
"ZIBELLA MEDSPA","5","14","20700 Ventura Blvd unit#100 Studio#22","Woodland Hills","California","US","https://zibellamedspa.com/?utm_source=GBP","(818) 873-2003","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ZIBELLA%20MEDSPA&query_place_id=ChIJi1GIeQ-fwoART-Gxfe70ZzM","Medical spa"
"Ellie Lambert MSN FNP-BC | Aluma Medical Aesthetics","5","113","6316 CA-27 Building 2140 Suite 406","Woodland Hills","California","US","http://injectornurseellie.com/","(818) 479-7990","Nurse practitioner",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ellie%20Lambert%20MSN%20FNP-BC%20%7C%20Aluma%20Medical%20Aesthetics&query_place_id=ChIJa7LF8AedwoARlHZ4Suv-9sg","Nurse practitioner"
"Renaissance Medical Spa","5","4","6316 Topanga Canyon Blvd Suite 2140","Woodland Hills","California","US",,"(818) 965-9350","Medical spa","Facial spa","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Renaissance%20Medical%20Spa&query_place_id=ChIJdfdcLmGdwoARdY59ysV_xhY","Medical spa"
"Opal MD Aesthetics","4.9","343","22554 Ventura Blvd # 109","Woodland Hills","California","US","https://www.opalmdaesthetics.com/","(818) 287-0459","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Opal%20MD%20Aesthetics&query_place_id=ChIJuy9CwlSfwoAReiXhFcFbLmM","Medical spa"
"Skin Therapy by Eden | Med Spa & Aesthetic Treatments","5","24","5400 Balboa Blvd Ste #105","Encino","California","US","https://www.skintherapybyeden.com/","(818) 974-6056","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Skin%20Therapy%20by%20Eden%20%7C%20Med%20Spa%20%26%20Aesthetic%20Treatments&query_place_id=ChIJX0cF4xq-woARiEUk3kE5aU4","Medical spa"
"OMG Medical Spa","4.6","10","17000 Ventura Blvd # 101","Encino","California","US",,"(818) 210-3200","Medical spa","Facial spa","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=OMG%20Medical%20Spa&query_place_id=ChIJB3VJL4mZwoARHRF9rjgPG3Y","Medical spa"
"Glow Boss Institute","4.7","13","6316 CA-27","Woodland Hills","California","US","https://glowbossinstitute.com/","(213) 460-4001","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Glow%20Boss%20Institute&query_place_id=ChIJ7SQbtH2dwoARXTrHylb9Npc","Medical spa"
"Skin & Beauty MedSpa - West Hills",,,"7345 Medical Center Dr #310","West Hills","California","US","https://www.sbcmedspa.com/","(818) 350-5620","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Skin%20%26%20Beauty%20MedSpa%20-%20West%20Hills&query_place_id=ChIJJ7AUlCOdwoARVsggS-CPX1w","Medical spa"
"Launa Stone, R.N.","4.9","87","Regency Suites, 23361 Mulholland Dr Suite #1","Woodland Hills","California","US","https://beautysolutionsmedspa.com/","(818) 860-0100","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Launa%20Stone%2C%20R.N.&query_place_id=ChIJZxVaw3afwoARoK2IsvdLmqM","Medical spa"
"Erasing Time","4.8","22","5353 CA-27 Suite 300","Woodland Hills","California","US","http://erasingtime.com/","(818) 861-5780","Spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Erasing%20Time&query_place_id=ChIJxRW6ZOefwoARNNUGjqKj4JI","Spa"
"Topanga Aesthetics","5","44","20969 Ventura Blvd # 4","Woodland Hills","California","US","https://topangaaesthetics.com/","(747) 226-0961","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Topanga%20Aesthetics&query_place_id=ChIJOTN4ob6fwoAR8imbvkRcJ9w","Medical spa"
"Vesna Aesthetics","5","18","18607 Ventura Blvd","Tarzana","California","US","http://medicalspala.com/","(747) 343-0103","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Vesna%20Aesthetics&query_place_id=ChIJxw1Pnk2ZwoAR-DYRunjZqgg","Medical spa"
"Topanga Beauty Center","5","65","7345 Topanga Canyon Blvd Unit 110","Canoga Park","California","US","http://www.topangabeauty.com/","(213) 533-2020","Medical spa","Beauty salon","Facial spa","Laser hair removal service","Vitamin & supplements store",,,,,,"https://www.google.com/maps/search/?api=1&query=Topanga%20Beauty%20Center&query_place_id=ChIJFwRg_0CcwoARO9dyYtDlN00","Medical spa"
"Next Level Beauty","5","45","6316 Topanga Canyon Blvd","Woodland Hills","California","US",,"(818) 826-4108","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Next%20Level%20Beauty&query_place_id=ChIJJeP40lidwoARV9AopdJjiKQ","Skin care clinic"
"Next Health Woodland Hills - Calabasas","5","333","23383 Mulholland Dr","Woodland Hills","California","US","https://www.next-health.com/location/woodland-hills","(818) 230-7835","Medical spa","Health counselor","Health spa","Medical Center","Wellness center",,,,,,"https://www.google.com/maps/search/?api=1&query=Next%20Health%20Woodland%20Hills%20-%20Calabasas&query_place_id=ChIJmyi-If-fwoARcrBhnvJISrs","Medical spa"
"The Well Den Medical Aesthetics Weight loss IV Therapy","5","21","21731 Ventura Blvd STE 360","Woodland Hills","California","US","https://thewellden.com/?utm_source=google&utm_medium=localsearch&utm_campaign=gmb","(818) 877-0020","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Well%20Den%20Medical%20Aesthetics%20Weight%20loss%20IV%20Therapy&query_place_id=ChIJc3-oWaCfwoAR75X6r9lJvME","Medical spa"
"Naturally Bare Skincare Spa","5","46","22011 Avenue San Luis","Woodland Hills","California","US","http://www.thenaturallybare.com/","(310) 694-7778","Spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Naturally%20Bare%20Skincare%20Spa&query_place_id=ChIJERWzAUe5woAR3b5zEMYRssM","Spa"
"Lumina Aesthetics & Wellness","5","2","17165 Ventura Blvd","Encino","California","US","https://luminaaesthetica.com/","(323) 470-6691","Medical group",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lumina%20Aesthetics%20%26%20Wellness&query_place_id=ChIJP-3bYFqZwoAR4hInvWHYgyc","Medical group"
"Healing Touch Beauty Spa","4.9","38","Southern CA Medical Center Building, 20011 Ventura Blvd STE 1008","Woodland Hills","California","US","https://www.vagaro.com/healingtouchbeautyspa","(310) 894-8114","Skin care clinic","Facial spa",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Healing%20Touch%20Beauty%20Spa&query_place_id=ChIJi4ww3n6ZwoARokaaAEeyrvU","Skin care clinic"
"Aphrodite Laser Skincare","5","58","6316 CA-27 2140 Suites 316 & 318","Woodland Hills","California","US","https://aphroditelaserskincare.com/","(818) 445-6547","Medical spa","Hair replacement service","Laser hair removal service","Skin care clinic","Weight loss service","Wellness center",,,,,"https://www.google.com/maps/search/?api=1&query=Aphrodite%20Laser%20Skincare&query_place_id=ChIJwQRpECKdwoARPslZxJNY_v4","Medical spa"
"InfuseLifeLa","4.9","42","18321 Ventura Blvd Suite 680","Tarzana","California","US","https://infuselife.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","(818) 423-4644","Spa","Wellness center",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=InfuseLifeLa&query_place_id=ChIJNXT8PbSZwoAR1zMRQrrMuV4","Spa"
"Prestigious Body Contouring Body Sculpting Services","5","81","Trillium Towers, 6320 Canoga Ave 15th Floor","Woodland Hills","California","US","https://prestigiousbodycontouring.com/?utm_source=GMBlisting&utm_medium=Organic","(818) 633-3729","Medical spa","Facial spa","Lymph drainage therapist","Massage spa","Massage therapist","Plastic surgeon","Skin care clinic","Weight loss service",,,"https://www.google.com/maps/search/?api=1&query=Prestigious%20Body%20Contouring%20Body%20Sculpting%20Services&query_place_id=ChIJ0dWPz0idwoAR-HGTh5yQCOk","Medical spa"
"Rejuven8 Med Spa",,,"22339 Sherman Way","Canoga Park","California","US","http://www.rejuven8md.com/","","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rejuven8%20Med%20Spa&query_place_id=ChIJ9wgTTMadwoARhE3qk4nRV9o","Medical spa"
"Beauty & Body by Flora","5","90","22801 Ventura Blvd Ste 101","Woodland Hills","California","US","https://floraspasbeauty.com/","(818) 282-0610","Spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beauty%20%26%20Body%20by%20Flora&query_place_id=ChIJU67INQafwoAR14BxI4rHPvU","Spa"
"Aesthetic Laser Med Spa, Eileen Bastian, MD","4.8","6","22553 Ventura Blvd","Woodland Hills","California","US","http://aestheticlaser.org/","(818) 225-0225","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aesthetic%20Laser%20Med%20Spa%2C%20Eileen%20Bastian%2C%20MD&query_place_id=ChIJkbGzZI-ewoARltPCO8iWUuY","Medical spa"
"FreezetheFatDr","3.9","12","19825 Ventura Blvd","Woodland Hills","California","US",,"(855) 500-2200","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=FreezetheFatDr&query_place_id=ChIJsZ0GbnGZwoARmWo7AcO_Ej4","Medical spa"
"Valley Rose Aesthetics","5","2","6400 Owensmouth Ave Suite D","Woodland Hills","California","US","https://www.valleyroseaesthetics.com/.","(818) 312-4374","Facial spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Valley%20Rose%20Aesthetics&query_place_id=ChIJrxu9pFKdwoARWmE0V9Zklvc","Facial spa"
"Viogene Chalcedony Aesthetics","4","4","5400 Balboa Blvd #120","Encino","California","US",,"(818) 290-3289","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Viogene%20Chalcedony%20Aesthetics&query_place_id=ChIJm-21qO2ZwoARZn3fU1O_p9U","Medical spa"
"Pearl skin LA","5","12","6200 Variel Ave Suite 1A","Woodland Hills","California","US","https://aziza1amonova.wixsite.com/pearl-skin","(818) 941-5023","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pearl%20skin%20LA&query_place_id=ChIJE6Ukxw-fwoARi-fGYWKHY0c","Skin care clinic"
"Beauty Med Spa","3.8","4",,"Canoga Park","California","US",,"(818) 914-4430","Beauty salon",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beauty%20Med%20Spa&query_place_id=ChIJ-0fOjkCcwoARD2IcuA9CM4c","Beauty salon"
"Sculptopiia","5","3","21601 Vanowen St Suite 107","Canoga Park","California","US","http://sculptopiia.com/","(818) 426-6045","Medical spa","Weight loss service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sculptopiia&query_place_id=ChIJ5RdcgzmdwoARcZ7aIXtg84g","Medical spa"
"Evolve Healthcare Woodland Hills","4.8","71","20301 Ventura Blvd #210","Woodland Hills","California","US","https://evolvehealthcare.com/","(818) 346-4300","Medical spa","Medical clinic","Podiatrist",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Evolve%20Healthcare%20Woodland%20Hills&query_place_id=ChIJ-Z72P9aZwoARSaki9W165qM","Medical spa"
"Laser Sculpture","4.7","88","19028 Ventura Blvd","Tarzana","California","US","http://www.lasersculpture.net/","(818) 776-0900","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laser%20Sculpture&query_place_id=ChIJ8b3oCxKZwoARljruzm8QWLs","Medical spa"
"ABM Medical Clinic & Cosmetic Laser Services","4.5","33","21133 Costanso St","Woodland Hills","California","US","http://www.abmmedical.com/","(818) 222-8042","Medical spa","Facial spa","Laser hair removal service","Medical clinic","Skin care clinic","Surgical center","Urgent care center","Weight loss service",,,"https://www.google.com/maps/search/?api=1&query=ABM%20Medical%20Clinic%20%26%20Cosmetic%20Laser%20Services&query_place_id=ChIJAe3Bb4-ewoARqEEGgKg9Vy4","Medical spa"
"Beauty n Health Renewed",,,"6400 Owensmouth Ave","Woodland Hills","California","US",,"(818) 312-4374","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beauty%20n%20Health%20Renewed&query_place_id=ChIJ0W-TMFOdwoARfHmmOhCy-6c","Medical spa"
"Regenics","4.9","283","18133 Ventura Blvd Suite C","Tarzana","California","US","https://regenics.com/","(818) 515-0091","Medical spa","Blood testing service","Facial spa","Health spa","IV therapy service","Medical Center","Medical clinic","Weight loss service","Wellness center",,"https://www.google.com/maps/search/?api=1&query=Regenics&query_place_id=ChIJXRnEt7uZwoARv4XQTOfchS8","Medical spa"
"Belle Beau Medical Aesthetics","5","8","18625 1/2 Ventura Blvd","Tarzana","California","US","https://bellebeaumedicalaesthetics.com/","(213) 400-5750","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Belle%20Beau%20Medical%20Aesthetics&query_place_id=ChIJ81TsiQOZwoARcRee-ovWyzg","Medical spa"
"Alpha Hydration & Wellness","5","83","5353 CA-27 Suite 300","Woodland Hills","California","US","https://ahsiv.com/?utm_source=omg-gbp&utm_medium=webclick","(818) 482-3252","Medical spa","Health consultant","Medical laboratory","Medical clinic","Wellness center","Wellness program",,,,,"https://www.google.com/maps/search/?api=1&query=Alpha%20Hydration%20%26%20Wellness&query_place_id=ChIJyQqXznmZwoAREFraM0MSBfE","Medical spa"
"FlashLaser Aesthetics","4.8","18","Encino Courtyard Second Level, 17401 Ventura Blvd Suite B-9","Encino","CA","US","https://www.flashlaser.com/","(818) 205-1280","Medical spa","Dermatologist","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=FlashLaser%20Aesthetics&query_place_id=ChIJC_TU_kqYwoAR-8yJZRjWdkQ","Medical spa"
"Zenitude Skin Spa","4.6","9","21021 Ventura Blvd suite 100 studio 25","Woodland Hills","California","US","http://zenitudeskinspa.com/","(213) 706-9650","Skin care clinic","Waxing hair removal service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Zenitude%20Skin%20Spa&query_place_id=ChIJa7b6hSiWwoARyyuruXIkeKs","Skin care clinic"
"Bella Vida Spa","5","2","19634 Ventura Blvd","Tarzana","California","US","https://bella-vida-spa.square.site/","(626) 560-9893","Health spa","Facial spa","Wellness center",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bella%20Vida%20Spa&query_place_id=ChIJeSwaxQKZwoARdgoME36Agr0","Health spa"
"DermaCare Facial Clinic","5","8","19720 Ventura Blvd #103","Woodland Hills","California","US","https://dermacarefacialclinic.com/","(818) 703-0244","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DermaCare%20Facial%20Clinic&query_place_id=ChIJwzvrWEeZwoARO3tCfXl-OMU","Skin care clinic"
"Belie Med Spa",,,,"Los Angeles","California","US",,"",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Belie%20Med%20Spa&query_place_id=ChIJT614vUeZwoARyD_F1tAEa6I",
"LaserAway Woodland Hills","4.7","170","23373 Mulholland Dr","Woodland Hills","California","US","https://www.laseraway.com/locations/ca/woodland-hills/?utm_source=google&utm_medium=organic&utm_campaign=website-link","(818) 878-8310","Laser hair removal service","Hair removal service","Health and beauty shop","Medical spa","Skin care clinic","Tattoo removal service",,,,,"https://www.google.com/maps/search/?api=1&query=LaserAway%20Woodland%20Hills&query_place_id=ChIJY_Mfg2aewoARccmBpdhLVnk","Laser hair removal service"
